,CustomerID,StockCode,Quantity
284,17850.0,21871,6
285,17850.0,21071,6
286,17850.0,21068,6
287,17850.0,82483,2
288,17850.0,82486,4
289,17850.0,82482,6
290,17850.0,82494L,12
291,17850.0,84029G,6
292,17850.0,84029E,6
293,17850.0,22752,2
294,17850.0,22803,2
295,17850.0,21730,6
296,17924.0,35004B,12
297,17924.0,35004C,48
298,13448.0,21980,24
299,13448.0,21844,6
300,13448.0,22468,4
301,13448.0,22637,8
302,13448.0,22752,6
303,13448.0,48185,2
304,13448.0,22632,12
305,13448.0,22866,12
306,13448.0,22865,12
307,13448.0,21232,12
308,13448.0,22064,12
309,13448.0,22449,6
310,13448.0,22114,4
311,13448.0,22835,8
312,13448.0,22112,9
313,13448.0,21479,4
314,13448.0,22111,9
315,17850.0,22632,6
316,17850.0,22633,6
317,13448.0,22969,12
318,15862.0,22110,1
319,15862.0,22098,1
320,15862.0,22100,2
321,15862.0,22766,1
322,15862.0,22451,1
323,15862.0,22549,1
324,15862.0,84744,1
325,15862.0,85049E,2
326,15862.0,21328,1
327,15862.0,22961,4
328,15862.0,17091A,1
329,15862.0,22473,1
330,15862.0,84509A,2
331,15862.0,84510A,2
332,15862.0,22767,2
333,15862.0,22768,1
334,15862.0,21463,1
335,15862.0,21464,1
336,15862.0,20820,3
337,15862.0,85150,1
338,15862.0,22117,1
339,15862.0,21169,2
340,15862.0,48129,1
341,15862.0,82580,1
342,15862.0,82578,1
343,15862.0,82581,2
344,15862.0,22413,4
345,15862.0,21907,2
346,15862.0,22441,1
347,15862.0,21122,1
348,15862.0,22851,1
349,15862.0,84991,3
350,15862.0,22810,1
351,15862.0,22809,1
352,15862.0,22435,2
353,15862.0,20966,3
354,15862.0,20963,1
355,15862.0,20961,1
356,15862.0,22068,2
357,15862.0,21743,2
358,15862.0,21744,2
359,15862.0,84709B,1
360,15862.0,21592,1
361,15862.0,21587,2
362,15862.0,20992,9
363,15862.0,22662,1
364,15862.0,85123A,4
365,15862.0,22804,3
366,15862.0,82483,1
367,15862.0,20749,1
368,15862.0,20725,1
369,15862.0,22382,2
370,15862.0,20726,1
371,15862.0,22384,1
372,15862.0,22467,5
373,15862.0,84625C,3
374,15862.0,84625A,3
375,15862.0,21108,9
376,15862.0,22848,1
377,15862.0,21033,4
378,15862.0,47570B,1
379,15862.0,84030E,1
380,15862.0,22428,2
381,15862.0,22502,2
382,15513.0,22086,40
383,15513.0,22910,40
384,15513.0,22837,36
385,12791.0,22867,96
386,12791.0,POST,1
387,16218.0,22297,24
388,16218.0,22771,12
389,16218.0,22772,12
390,16218.0,22773,12
391,16218.0,22805,12
392,16218.0,22469,12
393,16218.0,22197,36
394,16218.0,21125,12
395,16218.0,21126,12
396,16218.0,85049C,12
397,16218.0,85049D,12
398,16218.0,85049E,12
399,16218.0,85049G,12
400,16218.0,21061,12
401,16218.0,21063,12
402,16218.0,21062,12
403,16218.0,84380,12
404,16218.0,84378,12
405,16218.0,22964,12
406,16218.0,21213,24
407,16218.0,22417,24
408,16218.0,21212,24
409,16218.0,84992,24
410,16218.0,21975,24
411,16218.0,22383,10
412,16218.0,20728,10
413,16218.0,20727,10
414,16218.0,22296,24
415,14045.0,20914,128
416,17850.0,85123A,8
417,17850.0,71053,8
418,17850.0,84406B,8
419,17850.0,20679,6
420,17850.0,37370,6
421,17850.0,21871,6
422,17850.0,21071,6
423,17850.0,21068,6
424,17850.0,82483,4
425,17850.0,82486,4
426,17850.0,82482,6
427,17850.0,82494L,6
428,17850.0,84029G,6
429,17850.0,84029E,6
430,17850.0,22752,2
431,17850.0,22803,2
432,17850.0,21730,6
433,17850.0,22632,6
434,17850.0,22633,6
435,14307.0,22537,24
436,14307.0,22533,24
437,14307.0,20982,12
438,14307.0,21832,12
439,14307.0,21915,12
440,14307.0,21914,12
441,14307.0,21544,12
442,14307.0,22813,12
443,14307.0,22114,4
444,14307.0,84029E,4
445,14307.0,21479,4
446,14307.0,22964,6
447,14307.0,84375,12
448,14307.0,22418,24
449,14307.0,22178,12
450,14307.0,84970L,12
451,14307.0,21733,6
452,14307.0,22465,12
453,14307.0,84949,6
454,14307.0,20685,2
455,14307.0,48194,2
456,14307.0,22488,12
457,14307.0,22219,12
458,14307.0,84879,8
459,14307.0,21754,3
460,14307.0,21755,3
461,14307.0,22766,8
462,14307.0,22610,36
463,14307.0,22716,12
464,14307.0,22706,25
465,14307.0,22371,4
466,14307.0,85014B,3
467,14307.0,85014A,3
468,14307.0,84997B,6
469,14307.0,21212,24
470,14307.0,21210,12
471,14307.0,22914,3
472,14307.0,22553,12
473,14307.0,16237,30
474,14307.0,22714,12
475,14307.0,22812,12
476,14307.0,84347,6
477,14307.0,21587,12
478,14307.0,22736,10
479,14307.0,22492,36
480,14307.0,22620,12
481,14307.0,22619,4
482,14307.0,21705,12
483,17908.0,90199C,3
484,17908.0,21479,1
485,17908.0,22111,1
486,17908.0,22785,1
487,17908.0,22975,1
488,17908.0,22972,1
489,17908.0,22866,1
490,17908.0,22568,1
491,17908.0,85116,1
492,17908.0,22664,1
493,17908.0,21609,1
494,17908.0,21866,1
495,17908.0,20669,1
496,17908.0,90129F,1
497,17908.0,90210B,1
498,17908.0,90199C,1
499,17908.0,21955,1
500,17908.0,72802C,1
501,17908.0,22109,1
502,17908.0,85116,5
503,17908.0,22531,1
504,17908.0,21811,1
505,17908.0,22183,1
506,17908.0,21678,6
507,17908.0,21676,6
508,17908.0,84625A,1
509,17908.0,84625C,3
510,17908.0,21931,2
511,17908.0,85169B,12
512,17908.0,16238,28
513,17908.0,20668,24
514,17908.0,84906,1
515,17908.0,21867,1
516,17908.0,22075,1
517,17908.0,21866,1
518,17908.0,21326,12
519,17908.0,21065,1
520,17908.0,22074,1
521,17908.0,22900,1
522,17908.0,20713,1
523,17908.0,20966,2
524,17908.0,21116,1
525,17908.0,90199C,2
526,17908.0,22633,1
527,17908.0,22866,1
528,17908.0,22198,1
529,17908.0,21824,3
530,17908.0,21823,3
531,17908.0,22153,6
532,17908.0,22197,2
533,17908.0,85099B,2
534,17908.0,85099F,1
535,17908.0,20717,1
536,17908.0,20723,1
537,17908.0,22900,1
538,17908.0,21980,12
539,17908.0,22111,1
540,17908.0,22112,1
541,17920.0,20728,3
542,17920.0,22382,3
543,17920.0,22326,1
544,17920.0,22662,4
545,17920.0,22383,3
546,17920.0,20727,3
547,17920.0,22328,1
548,17920.0,22327,1
549,17920.0,22630,1
550,17920.0,22629,1
551,17920.0,21245,1
552,17920.0,21244,1
553,17920.0,21242,1
554,17920.0,21243,1
555,17920.0,22327,1
556,17920.0,22273,1
557,17920.0,22940,3
558,17920.0,22652,5
559,17920.0,22759,1
560,17920.0,21880,10
561,17920.0,21738,1
562,17920.0,22077,1
563,17920.0,85049E,3
564,17920.0,22961,24
565,17920.0,21448,2
566,17920.0,22837,3
567,17920.0,22749,2
568,17920.0,22940,1
569,17920.0,22749,1
570,17920.0,22077,2
571,17920.0,21738,2
572,17920.0,85049E,1
573,17920.0,22243,6
574,17920.0,22141,1
575,17920.0,22144,2
576,17920.0,22243,3
577,17920.0,22077,7
578,17920.0,21448,1
579,17920.0,22759,5
580,17920.0,22242,5
581,17920.0,85049E,12
582,17920.0,21731,5
583,17920.0,22243,1
584,17920.0,21739,2
585,17920.0,21738,5
586,17920.0,22271,2
587,17920.0,22273,1
588,17920.0,22274,2
589,17920.0,22749,1
590,17920.0,22751,2
591,17920.0,21034,1
592,17920.0,22273,2
593,17920.0,22568,3
594,17920.0,22141,1
595,17920.0,22144,1
596,17920.0,22570,3
597,17920.0,22569,2
598,17920.0,21448,1
599,17920.0,22086,1
600,17920.0,22569,2
601,17920.0,21448,2
602,17920.0,22968,4
603,17920.0,22902,7
604,17920.0,21448,2
605,17920.0,22902,7
606,17920.0,21710,1
607,17920.0,21708,1
608,17920.0,21711,1
609,17920.0,22179,2
610,17920.0,22197,5
611,17920.0,22900,2
612,17920.0,21706,1
613,17920.0,22468,2
614,17920.0,20725,1
615,17920.0,85184C,1
616,17920.0,21708,1
617,17920.0,22900,2
618,17920.0,21706,1
619,17920.0,22988,6
620,17920.0,85184C,1
621,17920.0,20750,1
623,12838.0,22952,10
624,12838.0,22910,5
625,12838.0,22739,3
626,12838.0,22738,3
627,12838.0,22736,3
628,12838.0,22909,5
629,12838.0,35591T,2
630,12838.0,22186,5
631,12838.0,22695,3
632,12838.0,22470,1
633,12838.0,22580,1
634,12838.0,22469,5
635,12838.0,22147,4
636,12838.0,22130,6
637,12838.0,21791,3
638,12838.0,22694,5
639,12838.0,21790,3
640,12838.0,22149,4
641,12838.0,22900,3
642,12838.0,22961,3
643,12838.0,22321,12
644,12838.0,22594,5
645,12838.0,22593,4
646,12838.0,22595,6
647,12838.0,21986,12
648,12838.0,22750,2
649,12838.0,22616,12
650,12838.0,22775,1
651,12838.0,22899,2
652,12838.0,22367,3
653,12838.0,22942,3
654,12838.0,22941,3
655,12838.0,22086,6
656,12838.0,22940,2
657,12838.0,21212,2
658,12838.0,21976,2
659,12838.0,22951,2
660,12838.0,21977,3
661,12838.0,22834,3
662,12838.0,22867,3
663,12838.0,22865,3
664,12838.0,22632,3
665,12838.0,21916,2
666,12838.0,22587,4
667,12838.0,22566,3
668,12838.0,22565,3
669,12838.0,22472,2
670,12838.0,22557,3
671,12838.0,22551,3
672,12838.0,22554,3
673,12838.0,22534,3
674,12838.0,22531,3
675,12838.0,22529,3
676,12838.0,22530,3
677,12838.0,84032B,3
678,12838.0,22837,3
679,12838.0,85049H,2
680,12838.0,22749,2
681,12838.0,22807,12
682,13255.0,21494,12
683,13255.0,21915,72
684,13255.0,22938,12
685,13255.0,22768,4
686,13255.0,22767,4
687,13255.0,82494L,6
688,16583.0,21889,12
689,16583.0,21892,12
690,16583.0,21891,12
691,16583.0,21890,6
692,16583.0,21718,12
693,16583.0,21716,8
694,16583.0,21715,8
695,16583.0,22113,4
696,16583.0,22111,3
697,16583.0,22110,6
698,16583.0,22358,6
699,16583.0,22357,4
700,16583.0,22115,6
701,16583.0,22969,12
702,18085.0,22619,4
703,18085.0,21481,6
704,18085.0,22632,12
705,18085.0,22837,8
706,18085.0,21479,8
707,18085.0,21485,8
708,18085.0,84029E,8
709,18085.0,22111,16
710,18085.0,22113,8
711,13758.0,22837,8
712,13758.0,22585,12
713,13758.0,79321,8
714,13758.0,22637,12
715,13758.0,21556,6
716,13758.0,22646,12
717,13758.0,22644,12
718,13758.0,22645,12
719,13758.0,22650,12
720,13758.0,22508,8
721,13758.0,21411,3
722,13758.0,22511,4
723,13758.0,22451,6
724,13758.0,22449,6
725,13758.0,22768,2
726,13758.0,22829,2
727,13758.0,22961,12
728,13694.0,21154,200
729,13694.0,22189,72
730,13694.0,17021,600
731,13694.0,22059,48
732,13694.0,22188,36
733,13694.0,84678,48
734,15983.0,85172,32
735,15983.0,22142,2
736,15983.0,22144,2
737,15983.0,21591,6
738,15983.0,22480,12
739,15983.0,22294,48
740,15983.0,21156,1
741,15983.0,10133,5
742,15983.0,72800E,6
743,15983.0,22294,24
744,15983.0,84836,12
745,15983.0,20774,2
746,15983.0,20773,2
747,15983.0,20777,2
748,15983.0,16016,10
749,15983.0,16014,10
750,15983.0,21890,2
751,15983.0,21891,2
752,15983.0,22619,8
753,15983.0,22620,6
754,15983.0,84347,12
755,15983.0,85169B,24
756,15983.0,21156,3
757,15983.0,21651,6
758,15983.0,21651,6
759,15983.0,84625C,10
760,15983.0,22618,2
761,15983.0,21586,4
762,15983.0,21587,4
763,15983.0,22152,24
764,15983.0,85172,16
765,15983.0,84754,24
766,14849.0,22670,12
767,14849.0,21586,12
768,14849.0,84992,24
769,14849.0,84879,24
770,14849.0,84849B,12
771,14849.0,22927,2
772,14849.0,22926,4
773,14849.0,22925,2
774,14849.0,21977,24
775,14849.0,21485,6
776,14849.0,21484,8
777,14849.0,21259,2
778,14849.0,21257,2
779,14849.0,21121,24
780,14849.0,82552,12
781,17968.0,90200B,2
782,17968.0,90059B,2
783,17968.0,90185C,2
784,17968.0,90059E,3
785,17968.0,90059C,1
786,17968.0,90200C,1
787,17968.0,90200D,3
788,17968.0,90200A,1
789,17968.0,22386,1
790,17968.0,85099B,1
791,17968.0,84879,8
792,17968.0,22086,1
793,17968.0,22737,1
794,17968.0,21260,1
795,17968.0,22744,2
796,17968.0,21985,1
797,17968.0,21980,1
798,17968.0,22988,1
799,17968.0,22297,1
800,17968.0,22294,1
801,17968.0,22295,1
802,17968.0,22813,2
803,17968.0,22812,6
804,17968.0,22197,5
805,17968.0,21977,1
806,17968.0,22619,1
807,17968.0,16258A,1
808,17968.0,21992,1
809,17968.0,22910,1
810,17968.0,21124,1
811,17968.0,22735,2
812,17968.0,22952,2
813,17968.0,22945,6
814,17968.0,21816,2
815,17968.0,21815,4
816,17968.0,21814,2
817,17968.0,10125,2
818,17968.0,22810,1
819,17968.0,22573,1
820,17968.0,22577,1
821,17968.0,22603,2
822,17968.0,22809,1
823,17968.0,20878,1
824,17968.0,20866,1
825,17968.0,85095,1
826,17968.0,22333,1
827,17968.0,22557,1
828,17968.0,21584,1
829,17968.0,22866,1
830,17968.0,22731,2
831,17968.0,22866,1
832,17968.0,22866,3
833,17968.0,22558,2
834,17968.0,22956,1
835,17968.0,22945,6
836,17968.0,22582,1
837,17968.0,21212,1
838,17968.0,21212,2
839,17968.0,22585,3
840,17968.0,21121,1
841,17968.0,21122,1
842,17968.0,22759,1
843,17968.0,21815,1
844,17968.0,85231B,3
845,17968.0,85231G,5
846,17968.0,22082,5
847,17968.0,22500,2
848,17968.0,22742,1
849,17968.0,21329,1
850,17968.0,21328,1
851,17968.0,21327,1
852,17968.0,21992,1
853,17968.0,21738,1
854,17968.0,48173C,1
855,17968.0,85099C,1
856,17968.0,22960,1
857,17968.0,85231G,1
858,17968.0,85231B,2
859,17968.0,22866,1
860,17968.0,72818,1
861,17968.0,21814,8
862,17968.0,22441,1
863,17968.0,22312,1
864,17968.0,22197,6
865,17968.0,22663,1
866,14849.0,22960,6
867,14849.0,22961,12
868,16210.0,21314,48
869,16210.0,84029E,24
870,16210.0,21137,480
871,16210.0,22041,48
872,16210.0,20979,16
873,16210.0,20977,16
874,16210.0,22619,4
875,16210.0,22571,96
876,16210.0,22595,144
877,16210.0,22593,144
878,16210.0,22633,12
879,16210.0,22632,12
880,16210.0,22423,16
881,16210.0,22411,10
882,17897.0,22738,5
883,17897.0,21621,1
884,17897.0,22960,8
885,17897.0,22082,5
886,17897.0,47563A,1
887,17897.0,84558A,1
888,17897.0,21592,1
889,17897.0,20878,2
890,17897.0,84347,1
891,17897.0,84347,1
892,17897.0,21577,1
893,17897.0,22909,1
894,17897.0,22087,1
895,17897.0,22651,2
896,17897.0,22713,12
897,17897.0,22910,1
898,17897.0,21370,2
899,17897.0,21367,1
900,17897.0,22376,1
901,17897.0,22961,1
902,17897.0,21895,1
903,17897.0,22468,1
904,17897.0,21034,1
905,17897.0,22372,1
906,17897.0,22867,1
907,17897.0,22144,1
908,17897.0,21190,1
909,17897.0,21894,3
910,17897.0,70007,3
911,17897.0,22940,1
912,17897.0,70007,1
913,17897.0,84347,3
914,17897.0,22150,1
915,17897.0,22149,2
916,17897.0,22144,2
917,17377.0,21622,10
918,17377.0,46000M,10
919,17377.0,22630,2
920,17377.0,22616,12
921,17377.0,22712,12
922,17377.0,22983,12
923,17377.0,22024,12
924,17377.0,22113,3
925,17377.0,84029E,2
926,17377.0,21488,2
927,17377.0,22900,7
928,17377.0,22895,3
929,17377.0,21035,3
930,17377.0,21755,6
931,17377.0,21754,6
932,16552.0,84879,16
933,16552.0,22784,3
934,16552.0,21441,12
935,16552.0,85123A,6
936,16552.0,22423,2
937,17181.0,84947,72
938,17181.0,21326,144
940,17951.0,22865,36
941,17951.0,22485,4
942,17951.0,22807,6
943,17951.0,22633,36
944,17951.0,22866,36
945,14729.0,21794,1
946,14729.0,20707,1
947,14729.0,21175,1
948,14729.0,22926,1
949,14729.0,22588,2
950,14729.0,21292,16
951,14729.0,21890,1
952,14729.0,22632,4
953,14729.0,22633,3
954,14729.0,22670,1
955,14729.0,21867,1
956,14729.0,22760,1
957,14729.0,22107,2
958,14729.0,22470,1
959,14729.0,21486,1
960,14729.0,22151,14
961,14729.0,22643,4
962,14729.0,22642,4
963,14729.0,22604,3
964,14729.0,22099,2
965,14729.0,22553,1
966,14729.0,22551,1
967,14729.0,22653,1
968,14729.0,22557,2
969,14729.0,22906,6
970,14729.0,22754,1
971,14729.0,22938,5
972,14729.0,22812,3
973,14729.0,22919,2
974,14729.0,22917,1
975,14729.0,22920,3
976,14729.0,22921,2
977,14729.0,22918,2
978,14729.0,22916,1
979,14729.0,85123A,3
980,14729.0,22575,1
981,14729.0,21804,3
982,14729.0,21584,12
983,14729.0,21588,3
984,14729.0,22152,12
985,14729.0,22441,1
986,14729.0,22955,2
987,14729.0,22956,2
988,14729.0,22582,2
989,14729.0,22583,3
990,14729.0,22241,2
991,14729.0,22904,3
992,14729.0,22905,2
993,14729.0,22197,3
994,14729.0,22092,1
995,14729.0,22469,1
996,14729.0,22100,1
997,14729.0,22096,1
998,14729.0,22583,1
999,14729.0,21358,2
1000,14729.0,21123,1
1001,14729.0,21124,1
1002,14729.0,21122,1
1003,14729.0,84378,1
1004,14729.0,21985,12
1005,14729.0,21427,2
1006,14729.0,21034,2
1007,14729.0,21930,1
1008,14729.0,20772,1
1009,14729.0,22469,2
1010,14729.0,71406C,12
1011,14729.0,84985A,1
1012,14729.0,20754,1
1013,14729.0,84596E,1
1014,14729.0,21111,1
1015,14729.0,22501,1
1016,12748.0,22854,1
1017,15012.0,84997D,1
1018,15012.0,47599A,1
1019,15012.0,47599B,1
1020,15012.0,22749,1
1021,15012.0,20972,1
1022,15012.0,22569,1
1023,15012.0,21041,1
1024,15012.0,21664,2
1025,15012.0,84969,1
1026,15012.0,22907,1
1027,15012.0,22865,2
1028,15012.0,22866,1
1029,15012.0,22632,2
1030,15012.0,22776,1
1031,15012.0,22338,2
1032,15012.0,21810,2
1033,15012.0,22449,1
1034,15012.0,21197,1
1035,15012.0,85231G,1
1036,15012.0,21121,1
1037,15012.0,22151,2
1038,15012.0,84836,2
1039,15012.0,21326,12
1040,15012.0,85035B,1
1041,15012.0,84968C,1
1042,15012.0,85231B,1
1043,15012.0,22739,5
1044,15012.0,37370,2
1045,15012.0,22941,1
1046,15012.0,21098,2
1047,15012.0,22151,1
1048,15012.0,84836,1
1049,15012.0,20914,1
1050,15012.0,22749,2
1051,15012.0,21190,1
1052,15012.0,84997C,1
1053,15012.0,21810,1
1054,15012.0,21192,3
1055,15012.0,85014A,1
1056,15012.0,21124,2
1057,15012.0,72800B,2
1058,15012.0,84563A,1
1059,15012.0,22107,2
1060,15012.0,47504H,1
1061,15012.0,21121,1
1062,15012.0,21122,1
1063,15012.0,21742,1
1064,15012.0,22566,1
1065,15012.0,21664,1
1066,15012.0,22632,1
1067,15012.0,21122,1
1068,15012.0,22481,3
1069,15012.0,85099B,1
1070,15012.0,21931,1
1071,12868.0,22943,6
1072,12868.0,22468,2
1073,12868.0,22149,6
1074,12868.0,21485,3
1075,12868.0,21259,2
1076,12868.0,22969,12
1077,12868.0,22699,6
1078,12868.0,22217,12
1079,12868.0,22227,24
1080,12868.0,22219,12
1081,12868.0,22111,3
1082,12868.0,22294,24
1083,17572.0,21111,6
1084,17572.0,21106,6
1085,17572.0,21107,6
1086,17572.0,22697,6
1087,14078.0,21826,2
1088,14078.0,21791,1
1089,14078.0,22548,1
1090,14078.0,22149,1
1091,14078.0,17164B,2
1092,14078.0,22423,2
1093,14078.0,22429,1
1094,14078.0,22428,1
1095,14078.0,20974,3
1096,14078.0,20973,2
1097,14078.0,15044B,1
1098,14078.0,21324,2
1099,14078.0,20750,10
1100,14001.0,21135,16
1101,14001.0,22173,16
1102,14001.0,22626,2
1103,14001.0,22625,6
1104,14001.0,22624,6
1105,14001.0,21929,20
1106,14001.0,85099B,10
1107,14001.0,22411,10
1108,14001.0,22113,8
1109,12662.0,22809,6
1110,12662.0,84347,6
1111,12662.0,84945,12
1112,12662.0,22242,12
1113,12662.0,22244,12
1114,12662.0,22243,12
1115,12662.0,47421,24
1116,12662.0,20712,10
1117,12662.0,20713,10
1118,12662.0,22837,4
1119,12662.0,22969,12
1120,12662.0,22973,12
1121,12662.0,84569B,12
1122,12662.0,22549,12
1123,12662.0,POST,1
1124,15525.0,22815,12
1125,15525.0,22865,1
1126,15525.0,22585,6
1127,15525.0,21587,1
1128,15525.0,84985A,1
1129,15525.0,85114B,1
1130,15525.0,22813,3
1131,15525.0,22128,6
1132,15525.0,22839,1
1133,15525.0,22584,2
1134,15525.0,22130,12
1135,15525.0,22938,3
1136,15525.0,22411,1
1137,15525.0,21731,2
1138,15525.0,22616,1
1139,15525.0,22454,1
1140,15525.0,22865,1
1141,15525.0,21992,1
1142,15525.0,22326,4
1143,15525.0,22082,1
1144,15525.0,85049E,1
1145,15525.0,22077,2
1146,15525.0,85049A,1
1147,15525.0,22865,2
1148,15525.0,22867,3
1149,15525.0,22910,3
